Name,Agility,Reactions,total
S. Jhingan,64.0,58.0,191.0
Jeong Hyun Cheol,58.0,63.0,171.0
M. McKenzie,61.0,59.0,195.0
J. Deumeland,47.0,56.0,155.0
N. Lang,78.0,63.0,214.0
V. Vries,46.0,60.0,169.0
L. Verstraete,58.0,61.0,185.0
J. Jigauri,79.0,51.0,207.0
D. Moxey,73.0,63.0,207.0
C. Wernitznig,76.0,61.0,217.0
C. Valeri,59.0,61.0,176.0
M. Mosquera,64.0,65.0,193.0
R. Kouamé,72.0,64.0,207.0
D. Chima Chukwu,58.0,56.0,185.0
E. Harrison,82.0,55.0,216.0
T. Wendel,52.0,67.0,173.0
O. Schnitzler,33.0,63.0,136.0
A. Coly,72.0,58.0,206.0
M. Vera,73.0,63.0,206.0
R. De Vita,81.0,54.0,204.0
F. Lohkemper,70.0,62.0,210.0
M. Ajani,67.0,62.0,209.0
M. Lund Nielsen,71.0,67.0,200.0
T. Mpati,74.0,66.0,215.0
Edu Espiau,56.0,64.0,182.0
H. Acosta,59.0,63.0,192.0
T. Bu Haymid,77.0,65.0,216.0
D. Mikanović,76.0,57.0,218.0
R. Massimo,78.0,58.0,221.0
A. Smárason,66.0,67.0,195.0
S. Brandy,72.0,63.0,200.0
B. Adjei-Boateng,71.0,60.0,202.0
F. Milo,63.0,61.0,195.0
K. Cissé,61.0,63.0,175.0
D. Castillo,38.0,52.0,135.0
A. Krešić,46.0,52.0,157.0
Escriche,61.0,60.0,190.0
E. Ataseven,51.0,59.0,173.0
M. Kopczyński,70.0,67.0,204.0
Mao Jianqing,67.0,64.0,208.0
J. Clarke,79.0,57.0,208.0
Pak Kwang Ryong,50.0,63.0,181.0
J. Husband,61.0,56.0,185.0
A. Al Zori,71.0,59.0,200.0
Airam,67.0,64.0,194.0
M. Schulze Niehues,39.0,61.0,138.0
P. De la Vega,69.0,59.0,208.0
P. Sweeney,58.0,58.0,188.0
P. Tuszyński,60.0,64.0,193.0
J. Mosquera,78.0,61.0,217.0
M. Coppolaro,58.0,61.0,187.0
R. Mmaee,73.0,61.0,212.0
S. Inagaki,70.0,56.0,198.0
E. Mwepu,60.0,64.0,199.0
F. Viteritti,84.0,57.0,219.0
A. Dyer,75.0,65.0,209.0
M. Mak,84.0,61.0,229.0
Bae Il Hwan,78.0,64.0,230.0
H. Adelakun,71.0,55.0,205.0
M. Devlin,39.0,53.0,129.0
J. Serra,48.0,57.0,156.0
G. Faivre,33.0,53.0,117.0
K. Ellis,64.0,65.0,195.0
L. Janoszka,68.0,63.0,201.0
P. Azango,84.0,51.0,218.0
M. Kennedy,71.0,56.0,213.0
N. Fitzgerald,87.0,52.0,223.0
M. Kudo,69.0,65.0,210.0
N. Busch Thor,68.0,69.0,194.0
M. Harriman,76.0,55.0,214.0
L. Görtler,69.0,64.0,202.0
D. Ovono,48.0,60.0,161.0
L. Pellegrini,54.0,60.0,189.0
K. Larsen,79.0,61.0,216.0
A. Kruiswijk,49.0,63.0,152.0
A. Jaakkola,55.0,54.0,167.0
T. Chong,76.0,53.0,207.0
P. Alvarenga,55.0,57.0,169.0
M. Pascali,65.0,56.0,158.0
L. Dyer,80.0,59.0,222.0
P. Delecroix,31.0,59.0,119.0
E. Hooi,82.0,60.0,235.0
J. Riley,75.0,64.0,215.0
J. López,72.0,60.0,204.0
C. Stokes,57.0,63.0,164.0
J. Campbell,43.0,58.0,155.0
Marcão,37.0,63.0,144.0
D. Mungo,66.0,60.0,191.0
G. Marinelli,31.0,58.0,119.0
G. Wegkamp,51.0,61.0,174.0
A. Gersbach,79.0,60.0,221.0
You Ju An,74.0,61.0,207.0
M. Tacalfred,43.0,54.0,132.0
I. Durmuş,67.0,61.0,208.0
J. Méndez,74.0,66.0,210.0
A. Otero,35.0,58.0,142.0
Kim Jin Ya,79.0,62.0,222.0
D. Christensen,80.0,66.0,216.0
N. DeLeon,70.0,68.0,213.0
L. Grozurek,72.0,58.0,204.0
L. Narváez,42.0,64.0,149.0
R. McArdle,64.0,59.0,167.0
J. Pérez,71.0,57.0,197.0
Loureiro,49.0,65.0,177.0
Javi Hernández,53.0,55.0,180.0
K. Appiah,80.0,68.0,235.0
R. Kirilov,89.0,53.0,221.0
H. Matynia,79.0,63.0,221.0
Fran Gámez,61.0,61.0,195.0
O. Ademi,55.0,64.0,182.0
J. Bjørdal,61.0,58.0,179.0
A. Stolz,50.0,56.0,150.0
Borja García,47.0,56.0,158.0
N. Sonko Sundberg,56.0,57.0,179.0
T. Božić,74.0,58.0,200.0
Guridi,62.0,63.0,179.0
Fabio González,63.0,62.0,190.0
W. Thomas,82.0,66.0,221.0
M. Costly,78.0,58.0,217.0
T. Knoflach,45.0,53.0,144.0
Z. Vyner,64.0,60.0,197.0
B. Atik,92.0,58.0,226.0
L. Goujon,61.0,59.0,181.0
M. Ferrier,75.0,54.0,215.0
H. Salinas,82.0,54.0,217.0
K. Nakamachi,77.0,58.0,193.0
J. Ekkelenkamp,68.0,70.0,203.0
L. Haquin,42.0,71.0,170.0
L. Legge,40.0,59.0,152.0
K. Harris,86.0,56.0,228.0
S. Avellaneda,34.0,58.0,135.0
F. Ávila,79.0,67.0,219.0
M. Almebäck,54.0,58.0,184.0
J. Günther-Schmidt,72.0,62.0,202.0
B. Rivero,65.0,61.0,191.0
L. Argudo,75.0,63.0,209.0
J. Leutwiler,59.0,58.0,161.0
J. Ortiz,81.0,71.0,242.0
E. Demirović,66.0,57.0,189.0
H. Petryk,62.0,61.0,195.0
S. O'Keefe,74.0,60.0,197.0
Woo Ju Sung,57.0,65.0,185.0
A. Čermák,51.0,63.0,174.0
E. Schreiner,71.0,62.0,202.0
A. Ba,59.0,63.0,188.0
U. Moses Ekpai,73.0,65.0,213.0
L. Daniels,45.0,54.0,160.0
R. Laursen,70.0,51.0,205.0
J. Cullen,71.0,66.0,210.0
N. Kijewski,73.0,55.0,201.0
B. Passi,57.0,54.0,163.0
T. Müller,59.0,59.0,183.0
R. Procházka,59.0,69.0,184.0
A. Alvarez,72.0,65.0,205.0
Alex Vallejo,68.0,63.0,164.0
M. Pepić,80.0,61.0,209.0
Matheus Jesus,61.0,59.0,183.0
M. Gebers,50.0,61.0,173.0
E. Pimentel,60.0,58.0,181.0
A. Jackson-Hamel,57.0,56.0,188.0
Paulito Zanon,56.0,53.0,172.0
L. Amos,67.0,60.0,186.0
S. Gomez,57.0,62.0,183.0
Omar Santana,71.0,69.0,209.0
Y. M'Bone,57.0,62.0,171.0
Salva Ruíz,65.0,58.0,191.0
J. Deschamps,69.0,68.0,178.0
F. Feuillassier,67.0,53.0,188.0
P. Haglund,50.0,66.0,164.0
Henrique,84.0,54.0,214.0
K. Hemmings,74.0,57.0,206.0
P. Jerez,57.0,59.0,176.0
W. Ponce,65.0,45.0,178.0
K. Ford,59.0,62.0,185.0
R. Grzyb,62.0,64.0,176.0
G. Gunning,69.0,54.0,185.0
I. Šehić,26.0,48.0,104.0
B. Potts,62.0,62.0,196.0
A. Hughes,43.0,52.0,117.0
J. Steer,37.0,57.0,147.0
K. Sharahili,36.0,62.0,138.0
J. Hamilton,67.0,59.0,202.0
J. Reimerink,80.0,67.0,231.0
C. Woodrow,55.0,59.0,178.0
D. Georgievski,65.0,66.0,203.0
L. Escalante,71.0,63.0,210.0
K. Davis,70.0,54.0,192.0
V. Morales,33.0,66.0,150.0
M. Omoh,75.0,55.0,223.0
N. Guerra,70.0,58.0,202.0
P. Schürpf,51.0,60.0,184.0
C. Davies,54.0,55.0,166.0
A. Keita,36.0,62.0,118.0
I. Erquiaga,72.0,59.0,209.0
M. Abena,53.0,60.0,180.0
Ham Seok Min,70.0,59.0,171.0
D. Wheeler,80.0,51.0,215.0
Fran García,80.0,64.0,219.0
S. Sané,71.0,63.0,204.0
M. Solís,29.0,67.0,122.0
F. Pick,84.0,58.0,230.0
D. Merelli,52.0,55.0,135.0
Zhang Lie,36.0,60.0,132.0
E. Šipović,32.0,53.0,119.0
R. Miyaichi,91.0,62.0,243.0
L. Burnet,76.0,62.0,212.0
C. Bickel,76.0,63.0,212.0
J. McCarthy,38.0,54.0,127.0
T. Dekker,73.0,56.0,204.0
S. Niakaté,54.0,59.0,180.0
D. Marcandella,71.0,69.0,215.0
Park Won Jae,83.0,62.0,212.0
N. Ioannidis,62.0,58.0,184.0
A. Barylla,68.0,62.0,204.0
J. González,45.0,55.0,158.0
G. Treand,67.0,63.0,192.0
E. Markkanen,31.0,58.0,150.0
A. McCormack,56.0,56.0,157.0
M. Firenze,69.0,59.0,182.0
I. Maela,55.0,59.0,185.0
L. Romo,43.0,55.0,160.0
Peng Xinli,78.0,58.0,218.0
J. Zwischenbrugger,62.0,59.0,183.0
R. Taylor,53.0,49.0,180.0
O. Clarke,73.0,60.0,197.0
C. Cropper,40.0,58.0,132.0
B. Garuccio,75.0,62.0,216.0
M. Fofana,60.0,63.0,185.0
F. Beltrán,75.0,63.0,208.0
J. Carranza,66.0,65.0,202.0
J. Arias,43.0,59.0,157.0
D. Bergqvist,51.0,55.0,156.0
J. Clarke-Harris,68.0,57.0,202.0
Juan Cámara,80.0,58.0,211.0
H. Da Campo,65.0,61.0,195.0
R. Scheu,70.0,62.0,216.0
G. Bigirimana,86.0,65.0,223.0
E. Hajri,59.0,67.0,189.0
M. Langer,22.0,62.0,115.0
G. Allison,58.0,60.0,156.0
S. Walker,32.0,56.0,128.0
L. Olum,58.0,57.0,161.0
C. Giraldo,56.0,75.0,168.0
G. Cros,83.0,57.0,227.0
Heo Yong Joon,67.0,63.0,197.0
A. Ouahim,82.0,67.0,228.0
K. Walker,68.0,63.0,187.0
J. Benet,63.0,59.0,182.0
L. Villarruel,63.0,64.0,195.0
T. Hadebe,48.0,56.0,177.0
Patrick,54.0,59.0,181.0
C. Diedhiou,44.0,50.0,157.0
L. Pérez,72.0,64.0,208.0
Sidnei Dalmeira,64.0,59.0,190.0
Alfred,58.0,46.0,173.0
Álvaro Bustos,74.0,57.0,211.0
I. Azzaoui,79.0,51.0,214.0
Y. Marillat,45.0,51.0,146.0
Fidalgo,68.0,62.0,195.0
C. Togashi,70.0,59.0,209.0
Roger Figueras,71.0,60.0,192.0
Vítor Tormena,34.0,65.0,136.0
S. Matuszek,60.0,65.0,169.0
E. Tønne,72.0,63.0,206.0
B. Samba,39.0,68.0,150.0
M. Aaquist,85.0,74.0,239.0
Rúben Lameiras,90.0,56.0,217.0
A. Hinestroza,55.0,62.0,178.0
J. Hingert,76.0,60.0,214.0
P. Drewes,29.0,60.0,119.0
S. Peszko,68.0,61.0,198.0
D. Petković,34.0,53.0,126.0
Wang Xiaolong,65.0,64.0,196.0
E. Pezzi,62.0,64.0,197.0
O. Hein,78.0,65.0,219.0
E. Serje,70.0,65.0,202.0
M. Biankadi,77.0,63.0,213.0
L. Miller,55.0,68.0,176.0
J. Müller,72.0,60.0,208.0
C. Alkılıç,80.0,63.0,222.0
M. Kleinsorge,87.0,62.0,231.0
M. Dávila,82.0,60.0,222.0
K. Vincent-Young,76.0,55.0,219.0
L. Rajot,71.0,61.0,206.0
M. Amini,80.0,58.0,205.0
J. Ring,76.0,60.0,214.0
C. Palomeque,86.0,58.0,229.0
T. Rehfeldt,47.0,60.0,159.0
R. Gojani,85.0,66.0,225.0
I. Traoré,64.0,67.0,196.0
F. Sánchez,70.0,55.0,198.0
S. Torrizales,78.0,68.0,215.0
J. Leiva,72.0,56.0,197.0
T. Röttger,79.0,63.0,213.0
A. Duarte,23.0,53.0,101.0
K. Ceesay,72.0,60.0,209.0
L. Königshofer,53.0,63.0,168.0
L. Hoyos,32.0,58.0,148.0
J. Murillo,71.0,56.0,197.0
Luís Maximiano,42.0,52.0,130.0
Han Peng,56.0,66.0,174.0
J. Derstroff,75.0,65.0,216.0
H. Bjørdal,68.0,59.0,196.0
H. Skogseid,59.0,62.0,194.0
A. Hadžiahmetović,58.0,53.0,179.0
J. Balkovec,55.0,63.0,197.0
J. Jones,48.0,60.0,140.0
P. Sohm,73.0,66.0,215.0
B. Figueroa,63.0,57.0,192.0
M. Lorentzson,67.0,68.0,189.0
S. Al Duayyi,66.0,63.0,198.0
N. Mbemba,68.0,63.0,196.0
J. Rhyner,62.0,55.0,193.0
K. Wrzesiński,75.0,54.0,214.0
F. Porath,76.0,64.0,214.0
T. Rodríguez,67.0,55.0,190.0
O. Mares,71.0,68.0,209.0
M. Connolly,63.0,54.0,169.0
P. Twumasi,77.0,61.0,218.0
S. Al Sawadi,89.0,57.0,239.0
Lee Ki Je,80.0,64.0,223.0
T. Al Absi,50.0,59.0,167.0
D. Torres,64.0,52.0,185.0
Ding Haifeng,80.0,64.0,225.0
E. Pernía,57.0,56.0,172.0
L. Coyle,72.0,64.0,209.0
S. Silva,84.0,64.0,225.0
S. Gnaka,79.0,57.0,207.0
Y. Bourhane,53.0,61.0,168.0
J. Stockley,67.0,61.0,193.0
I. Vásquez,81.0,58.0,185.0
M. De Iriondo,71.0,54.0,196.0
M. Damsgaard,73.0,63.0,217.0
Kaká,72.0,67.0,206.0
M. Blair,68.0,61.0,215.0
J. Petriccione,59.0,63.0,180.0
J. Sambenito,72.0,68.0,212.0
C. Schoissengeyr,33.0,51.0,127.0
L. Perdomo,80.0,61.0,196.0
M. Röser,74.0,59.0,213.0
S. Roux,73.0,56.0,200.0
Pol Valentín,78.0,60.0,229.0
Óscar Valentín,63.0,63.0,190.0
H. Ruíz,60.0,66.0,181.0
Kim Min Woo,73.0,60.0,206.0
F. Kippe,27.0,66.0,117.0
J. Řezníček,57.0,58.0,185.0
A. Al Zaqan,77.0,56.0,218.0
G. Acampora,58.0,60.0,182.0
J. Alondro,54.0,66.0,183.0
L. Ferguson,76.0,61.0,210.0
R. Augustyniak,62.0,56.0,183.0
A. Cannon,72.0,68.0,219.0
C. Woods,61.0,60.0,183.0
E. Sabbi,91.0,60.0,240.0
D. McCrory,71.0,59.0,197.0
T. Öztürk,53.0,64.0,171.0
De Los Reyes,67.0,49.0,191.0
O. García,84.0,57.0,231.0
A. Batsula,57.0,63.0,180.0
R. Kerschbaum,63.0,64.0,194.0
N. Bakker,45.0,55.0,169.0
Raphael Silva,40.0,51.0,143.0
L. Berry,77.0,64.0,216.0
Mauro Cerqueira,71.0,67.0,208.0
S. Bidaoui,82.0,61.0,225.0
Damià,58.0,63.0,191.0
H. Jele,63.0,50.0,181.0
D. Jones,72.0,63.0,213.0
G. Poussin,22.0,55.0,94.0
R. Edwards,69.0,58.0,192.0
B. Finne,83.0,67.0,229.0
N. Varela,73.0,60.0,210.0
R. Tarifeño,82.0,58.0,217.0
Bruno Gomes,62.0,59.0,195.0
M. Dombrowka,74.0,59.0,206.0
N. Mezquida,84.0,64.0,220.0
M. Saadane,64.0,58.0,182.0
M. Fink,60.0,61.0,186.0
B. Diaby,56.0,62.0,191.0
C. Elder,58.0,58.0,189.0
R. Ledson,68.0,64.0,194.0
M. Udol,69.0,60.0,205.0
A. Al Mutairi,78.0,61.0,203.0
P. Tschernegg,62.0,66.0,183.0
J. Duque,77.0,64.0,207.0
A. Katranis,67.0,58.0,197.0
Aloísio,42.0,63.0,153.0
Evandro,69.0,63.0,204.0
G. Castillejos,52.0,64.0,170.0
B. Renneke,82.0,68.0,229.0
K. van Veen,62.0,57.0,171.0
N. Garmendia,69.0,63.0,207.0
M. Birighitti,67.0,57.0,170.0
E. Alexander,64.0,66.0,190.0
F. Palacios Martínez,91.0,64.0,233.0
Luis Ruiz,56.0,62.0,188.0
A. Hunter,75.0,61.0,212.0
L. Owusu,72.0,55.0,207.0
J. Phojo,62.0,52.0,185.0
L. Rougeaux,31.0,64.0,150.0
O. Fisher,82.0,63.0,223.0
A. Benchaib,80.0,59.0,215.0
F. Fydriszewski,48.0,59.0,157.0
T. Ndenge,65.0,65.0,201.0
F. Flórez,57.0,60.0,189.0
G. Risso Patrón,65.0,61.0,200.0
T. Parkes,52.0,58.0,164.0
J. Untersee,68.0,68.0,204.0
D. Gabriele,81.0,64.0,220.0
M. Mbaye,67.0,58.0,195.0
S. Lovric,59.0,71.0,184.0
C. Kerr,75.0,59.0,215.0
G. Zelalem,65.0,59.0,189.0
Song Boxuan,70.0,64.0,212.0
Ronan,40.0,58.0,128.0
A. Gruber,73.0,72.0,218.0
T. Nowak,78.0,57.0,205.0
S. Salviato,63.0,61.0,194.0
G. Aguirre,67.0,60.0,201.0
G. Rojas,78.0,63.0,211.0
I. Openda,65.0,57.0,211.0
R. Wallace,72.0,61.0,210.0
J. Jervis,69.0,66.0,224.0
S. O'Neill,53.0,70.0,182.0
J. Butez,37.0,58.0,144.0
Raul Asencio,69.0,59.0,198.0
T. Hołota,54.0,56.0,172.0
G. Paquiez,64.0,59.0,192.0
F. Costa,85.0,53.0,210.0
N. Aankour,80.0,65.0,225.0
Erik Expósito,62.0,60.0,183.0
J. Donisa,64.0,50.0,187.0
Choi Kyu Baek,58.0,61.0,185.0
M. Rojas,74.0,69.0,212.0
Pedro Silva,30.0,68.0,127.0
M. Giannikoglou,60.0,56.0,143.0
J. Hanson,60.0,60.0,175.0
V. Demidov,52.0,55.0,144.0
G. Rehak,34.0,65.0,131.0
K. Bare,66.0,57.0,193.0
Paulo Otávio,82.0,59.0,220.0
N. Oroz,81.0,55.0,211.0
A. Walongwa,51.0,56.0,160.0
T. Moore,73.0,60.0,213.0
R. Yamanaka,66.0,66.0,199.0
E. Hamilton,62.0,61.0,183.0
R. Salinas,51.0,70.0,160.0
S. Zwierschitz,64.0,62.0,195.0
J. Vickers,36.0,62.0,138.0
C. Gribbin,62.0,60.0,192.0
A. Stewart,66.0,63.0,188.0
S. Tronstad,76.0,59.0,202.0
A. Castro,52.0,67.0,166.0
C. Chaplin,87.0,61.0,233.0
D. O'Dea,39.0,53.0,123.0
N. Bandiera,81.0,68.0,225.0
A. Figueroa,65.0,57.0,184.0
J. Sternberg,68.0,66.0,207.0
M. Blázquez,45.0,52.0,145.0
K. Grant,71.0,62.0,219.0
A. Al Zain,77.0,53.0,208.0
Hwang Il Soo,82.0,64.0,236.0
T. Fountas,84.0,67.0,228.0
N. Quaschner,66.0,58.0,203.0
G. Sepúlveda,59.0,67.0,165.0
R. Aponzá,72.0,58.0,207.0
Lei Tenglong,60.0,62.0,191.0
S. Lo Faso,70.0,63.0,211.0
João Reis,80.0,52.0,207.0
G. Nijholt,64.0,57.0,174.0
S. Conneely,72.0,63.0,203.0
K. Conboy,69.0,65.0,201.0
C. Nelson,71.0,58.0,206.0
S. Brown,63.0,65.0,180.0
Kwak Hae Seong,70.0,60.0,198.0
M. Caranta,49.0,71.0,165.0
D. Bassi,49.0,65.0,154.0
J. Kempin,38.0,53.0,149.0
Álvaro Traver,58.0,60.0,186.0
F. Brustad,65.0,60.0,208.0
E. O'Connell,61.0,55.0,175.0
S. Floranus,80.0,63.0,227.0
Dani Suárez,52.0,55.0,159.0
S. Olsson,60.0,55.0,179.0
O. Verdon,44.0,53.0,149.0
T. Brown,71.0,53.0,184.0
S. Ibeagha,38.0,64.0,175.0
G. Modica,55.0,66.0,184.0
A. Pavlović,63.0,60.0,188.0
M. Sylla,70.0,62.0,206.0
K. Guédé,36.0,68.0,154.0
A. Østbø,57.0,68.0,146.0
J. Mills,74.0,60.0,215.0
W. Marinus,69.0,58.0,201.0
S. Al Jaman,76.0,58.0,213.0
I. Koneh,75.0,55.0,216.0
H. Piedra,59.0,55.0,156.0
A. Leautey,83.0,54.0,219.0
T. Børven,74.0,61.0,208.0
L. Nielsen,42.0,58.0,149.0
Bruno Andrade,86.0,58.0,228.0
V. Jacob,74.0,62.0,196.0
R. Lacazette,72.0,58.0,204.0
T. Nishino,35.0,57.0,153.0
D. Sosa,65.0,54.0,187.0
D. Kyereh,79.0,57.0,222.0
I. Ouédraogo,75.0,56.0,211.0
A. Smith-Brown,75.0,59.0,213.0
D. Atanga,81.0,56.0,225.0
R. Ogawa,73.0,60.0,214.0
Olabe,59.0,63.0,187.0
A. Skov Olsen,73.0,57.0,209.0
W. Golla,63.0,57.0,175.0
A. Çeviker,61.0,63.0,176.0
Chumi,49.0,60.0,166.0
M. Ahlschwede,61.0,62.0,191.0
R. Dadashov,43.0,65.0,165.0
D. Rodríguez,72.0,60.0,203.0
A. Gerrard,48.0,54.0,135.0
O. Franco,54.0,56.0,156.0
G. Liddle,70.0,65.0,184.0
C. Paredes,63.0,64.0,194.0
M. Ogasawara,57.0,62.0,151.0
L. O'Nien,71.0,58.0,202.0
Einar Galilea,59.0,58.0,174.0
F. Tingager,30.0,58.0,138.0
R. Reid,62.0,60.0,200.0
V. Supriaga,73.0,70.0,223.0
C. Starfelt,55.0,53.0,176.0
R. Boukari,67.0,61.0,206.0
E. Vandenabeele,48.0,53.0,158.0
D. Fox,67.0,71.0,198.0
D. Boldor,34.0,56.0,126.0
S. Narazaki,55.0,65.0,172.0
N. Brock-Madsen,52.0,57.0,169.0
K. Boto,58.0,60.0,187.0
J. Bothroyd,37.0,60.0,123.0
J. Słowik,34.0,62.0,142.0
L. Norris,61.0,55.0,180.0
D. Schmidt,60.0,59.0,173.0
A. Longhi,64.0,66.0,199.0
D. Dziwniel,72.0,56.0,201.0
G. Fechner,64.0,57.0,187.0
T. Diagouraga,54.0,59.0,180.0
Yoon Bit Garam,72.0,67.0,212.0
J. Maja,59.0,62.0,195.0
O. Cissé,33.0,47.0,131.0
A. Butler,54.0,58.0,154.0
O. Marciano,33.0,67.0,140.0
H. Kadish,74.0,60.0,208.0
J. Allen,70.0,62.0,209.0
G. Melkadze,72.0,58.0,205.0
K. Hashimoto,67.0,63.0,200.0
Hu Rentian,61.0,65.0,203.0
C. Pickel,61.0,65.0,194.0
S. Chukwueze,80.0,56.0,222.0
D. Andrew,64.0,64.0,200.0
A. Kofler,32.0,51.0,131.0
T. Walker,85.0,59.0,224.0
N. Venema,60.0,59.0,191.0
R. Sufyani,78.0,60.0,207.0
J. Borring,53.0,62.0,181.0
N. Nyauza,74.0,55.0,206.0
Marcelo Vildeia,77.0,63.0,221.0
V. Janelt,66.0,62.0,193.0
L. Nieuwpoort,66.0,50.0,181.0
Hu Jinghang,76.0,65.0,222.0
Aguado,52.0,62.0,172.0
A. Raineau,65.0,62.0,181.0
S. Mölders,41.0,66.0,164.0
C. Mackail-Smith,72.0,69.0,212.0
A. Power,72.0,71.0,198.0
A. Sabbione,65.0,62.0,188.0
D. Tadić,72.0,61.0,207.0
G. Karlen,61.0,67.0,197.0
K. Jackson,73.0,62.0,225.0
G. Zakuani,75.0,61.0,213.0
J. Mezú,84.0,58.0,226.0
A. Verschueren,72.0,60.0,198.0
K. Miyahara,71.0,62.0,204.0
Nito Carbelho,72.0,71.0,216.0
N. Manzambi,86.0,51.0,210.0
A. Ferdinand,60.0,58.0,173.0
B. Pringle,75.0,64.0,203.0
D. Boysen,82.0,65.0,230.0
G. Kusunga,63.0,57.0,184.0
A. Tshibola,77.0,55.0,196.0
C. Jopia,66.0,57.0,198.0
Francisco Júnior,82.0,67.0,224.0
M. Fox,56.0,64.0,186.0
A. Hanche-Olsen,57.0,62.0,182.0
J. Welsh,41.0,63.0,135.0
U. Garcia,63.0,61.0,189.0
Gao Zhunyi,73.0,61.0,197.0
M. Hildebrandt,28.0,64.0,131.0
J. O'Shea,77.0,55.0,193.0
J. Thomassen,68.0,63.0,194.0
B. Shea,79.0,61.0,207.0
J. Gleeson,36.0,62.0,135.0
M. Akça,56.0,58.0,180.0
S. Romero,66.0,66.0,211.0
D. Giannoulis,64.0,63.0,200.0
D. Mirfin,29.0,62.0,132.0
C. Martinez,77.0,57.0,215.0
M. Nichols,68.0,63.0,198.0
A. Borysiuk,72.0,69.0,209.0
B. Cargill,59.0,54.0,176.0
R. Shindo,69.0,64.0,199.0
Y. Adli,65.0,56.0,183.0
G. Gigliotti,63.0,61.0,197.0
M. Benning,76.0,56.0,206.0
F. Ananou,68.0,59.0,203.0
M. Scavone,83.0,64.0,221.0
U. Antuna,93.0,56.0,227.0
G. Carpani,67.0,70.0,204.0
Bae Seul Gi,31.0,59.0,141.0
D. Bejarano,54.0,65.0,187.0
P. Nymann,64.0,72.0,207.0
R. Ramírez,31.0,59.0,134.0
M. de Fockert,34.0,59.0,141.0
Wang Gang,65.0,64.0,207.0
J. Ngoy,74.0,57.0,214.0
S. Madden,67.0,52.0,202.0
Carlos Nieto,65.0,64.0,196.0
Oh Jae Suk,68.0,65.0,190.0
P. Sontheimer,82.0,62.0,212.0
S. Karamoko,70.0,61.0,206.0
H. El Mokeddem,66.0,58.0,199.0
J. Espericueta,70.0,58.0,197.0
Ka Sol Heon,55.0,55.0,173.0
F. Götze,68.0,57.0,180.0
C. Ekuban,64.0,53.0,198.0
A. Tahar,66.0,55.0,186.0
C. Irwin,54.0,61.0,163.0
M. Hairston,76.0,67.0,220.0
J. Jones,89.0,57.0,237.0
S. Barry,69.0,59.0,206.0
A. Koita,87.0,58.0,233.0
D. Worrall,78.0,54.0,207.0
J. Guillermo,64.0,65.0,195.0
H. Guy,66.0,63.0,191.0
A. Brunst,26.0,61.0,127.0
J. Dacosta,64.0,56.0,191.0
R. Moriwaki,45.0,62.0,177.0
J. Brown,78.0,60.0,214.0
M. Dyrestam,57.0,66.0,191.0
Jeong Hyuk,88.0,65.0,205.0
S. Grether,60.0,59.0,189.0
J. Ness,70.0,63.0,176.0
H. Dahmani,78.0,66.0,220.0
T. Hopper,69.0,63.0,194.0
F. Knudsen,43.0,64.0,158.0
J. Pohl,74.0,62.0,223.0
I. Paro,39.0,54.0,157.0
C. Munder,78.0,44.0,198.0
J. Cano,66.0,71.0,202.0
E. Iyoha,72.0,65.0,217.0
N. Adams,73.0,55.0,198.0
J. Godínez,54.0,58.0,179.0
C. Mandouki,60.0,63.0,182.0
M. Atwa,69.0,61.0,191.0
J. Washausen,61.0,67.0,188.0
Shim Dong Woon,85.0,59.0,230.0
P. Jaquez,50.0,63.0,167.0
Everton,60.0,67.0,186.0
L. James,71.0,63.0,184.0
H. Matthys,58.0,58.0,180.0
N. Ishihara,74.0,61.0,205.0
A. Sabiri,77.0,63.0,211.0
Y. Thuram,70.0,65.0,174.0
J. Willis,75.0,55.0,206.0
L. Ghiringhelli,61.0,58.0,195.0
F. Kath,69.0,58.0,203.0
D. Ball,64.0,60.0,182.0
D. Volkmer,33.0,62.0,143.0
B. Augustyn,60.0,63.0,173.0
Ángel Galván,65.0,63.0,170.0
F. Jamnig,66.0,64.0,213.0
J. Reinhardt,70.0,64.0,205.0
Liu Dianzuo,37.0,61.0,139.0
F. Reese,69.0,64.0,208.0
K. Matsubara,66.0,51.0,195.0
R. Janssen,59.0,63.0,183.0
J. Ayala,37.0,58.0,128.0
M. Lundemo,63.0,61.0,179.0
A. Ciranni,58.0,60.0,189.0
B. Konaté,68.0,69.0,200.0
A. Crognale,52.0,65.0,173.0
Kwak Kwang Sun,65.0,60.0,174.0
F. Boyer,57.0,62.0,186.0
Noblejas,54.0,68.0,181.0
Q. Westberg,51.0,63.0,148.0
S. Daham,79.0,58.0,210.0
M. Fellah,89.0,54.0,224.0
T. Miyayoshi,76.0,69.0,221.0
J. Bellegarde,83.0,63.0,216.0
O. Ba,53.0,52.0,167.0
M. Fetsch,42.0,66.0,156.0
H. Ekstein,71.0,58.0,205.0
C. Bayala,70.0,60.0,209.0
T. Cancellotti,62.0,63.0,194.0
Kweon Han Jin,48.0,55.0,157.0
E. Upson,72.0,56.0,187.0
A. Cook,55.0,55.0,175.0
L. Miracoli,46.0,64.0,155.0
L. Jäger,64.0,62.0,188.0
Park Yi-Young,72.0,64.0,212.0
S. Payne,77.0,60.0,217.0
S. Arai,62.0,67.0,177.0
L. Tipton,67.0,63.0,205.0
C. Doidge,60.0,63.0,184.0
A. Ndom,57.0,55.0,167.0
